home_team,away_team,date,home_goals,home_assists,home_pens_made,home_pens_att,home_shots,home_shots_on_target,home_cards_yellow,home_cards_red,home_touches,home_tackles,home_interceptions,home_blocks,home_xg,home_npxg,home_xg_assist,home_sca,home_gca,home_passes_completed,home_passes,home_passes_pct,home_progressive_passes,home_carries,home_progressive_carries,home_take_ons,home_take_ons_won,home_passes_total_distance,home_passes_progressive_distance,home_passes_completed_short,home_passes_short,home_passes_pct_short,home_passes_completed_medium,home_passes_medium,home_passes_pct_medium,home_passes_completed_long,home_passes_long,home_passes_pct_long,home_pass_xa,home_assisted_shots,home_passes_into_final_third,home_passes_into_penalty_area,home_crosses_into_penalty_area,home_passes_live,home_passes_dead,home_passes_free_kicks,home_through_balls,home_passes_switches,home_crosses,home_throw_ins,home_corner_kicks,home_corner_kicks_in,home_corner_kicks_out,home_corner_kicks_straight,home_passes_offsides,home_passes_blocked,home_tackles_won,home_tackles_def_3rd,home_tackles_mid_3rd,home_tackles_att_3rd,home_challenge_tackles,home_challenges,home_challenge_tackles_pct,home_challenges_lost,home_blocked_shots,home_blocked_passes,home_tackles_interceptions,home_clearances,home_errors,home_touches_def_pen_area,home_touches_def_3rd,home_touches_mid_3rd,home_touches_att_3rd,home_touches_att_pen_area,home_touches_live_ball,home_take_ons_won_pct,home_take_ons_tackled,home_take_ons_tackled_pct,home_carries_distance,home_carries_progressive_distance,home_carries_into_final_third,home_carries_into_penalty_area,home_miscontrols,home_dispossessed,home_passes_received,home_progressive_passes_received,home_cards_yellow_red,home_fouls,home_fouled,home_offsides,home_pens_won,home_pens_conceded,home_own_goals,home_ball_recoveries,home_aerials_won,home_aerials_lost,home_aerials_won_pct,away_goals,away_assists,away_pens_made,away_pens_att,away_shots,away_shots_on_target,away_cards_yellow,away_cards_red,away_touches,away_tackles,away_interceptions,away_blocks,away_xg,away_npxg,away_xg_assist,away_sca,away_gca,away_passes_completed,away_passes,away_passes_pct,away_progressive_passes,away_carries,away_progressive_carries,away_take_ons,away_take_ons_won,away_passes_total_distance,away_passes_progressive_distance,away_passes_completed_short,away_passes_short,away_passes_pct_short,away_passes_completed_medium,away_passes_medium,away_passes_pct_medium,away_passes_completed_long,away_passes_long,away_passes_pct_long,away_pass_xa,away_assisted_shots,away_passes_into_final_third,away_passes_into_penalty_area,away_crosses_into_penalty_area,away_passes_live,away_passes_dead,away_passes_free_kicks,away_through_balls,away_passes_switches,away_crosses,away_throw_ins,away_corner_kicks,away_corner_kicks_in,away_corner_kicks_out,away_corner_kicks_straight,away_passes_offsides,away_passes_blocked,away_tackles_won,away_tackles_def_3rd,away_tackles_mid_3rd,away_tackles_att_3rd,away_challenge_tackles,away_challenges,away_challenge_tackles_pct,away_challenges_lost,away_blocked_shots,away_blocked_passes,away_tackles_interceptions,away_clearances,away_errors,away_touches_def_pen_area,away_touches_def_3rd,away_touches_mid_3rd,away_touches_att_3rd,away_touches_att_pen_area,away_touches_live_ball,away_take_ons_won_pct,away_take_ons_tackled,away_take_ons_tackled_pct,away_carries_distance,away_carries_progressive_distance,away_carries_into_final_third,away_carries_into_penalty_area,away_miscontrols,away_dispossessed,away_passes_received,away_progressive_passes_received,away_cards_yellow_red,away_fouls,away_fouled,away_offsides,away_pens_won,away_pens_conceded,away_own_goals,away_ball_recoveries,away_aerials_won,away_aerials_lost,away_aerials_won_pct
Burnley,Tottenham Hotspur,2017-12-23,0,0,0,0,5,2,1,0,503,11,12,12,0.2,0.2,0.2,9,0,255,397,64.2,19,202,5,9,6,4361,1766,114,140,81.4,84,110,76.4,33,103,32.0,0.6,4,17,6,3,341,51,11,0,0,18,24,4,1,2,1,5,9,5,2,8,1,2,11,18.2,9,5,7,23,29,0,65,196,226,82,12,503,66.7,3,33.3,888,356,2,3,14,6,251,19,0,10,9,5,0,1,0,64,18,31,36.7,3,2,1,1,17,7,2,0,695,9,6,8,3.2,2.4,1.9,32,5,449,573,78.4,40,324,19,11,9,8116,3237,195,217,89.9,194,236,82.2,51,98,52.0,1.1,15,40,11,2,518,54,14,2,4,11,29,4,2,0,0,1,7,8,3,5,1,3,9,33.3,6,0,8,15,37,0,64,205,340,155,24,694,81.8,2,18.2,1621,804,9,5,16,9,446,40,0,10,10,1,1,0,0,64,31,18,63.3
Leicester City,Manchester United,2017-12-23,2,2,0,0,11,3,4,1,578,8,16,10,1.4,1.4,1.3,20,4,375,486,77.2,38,329,19,13,5,6285,2417,185,212,87.3,133,158,84.2,36,80,45.0,1.1,7,31,4,1,437,49,13,1,8,15,19,4,4,0,0,0,7,3,3,5,0,2,14,14.3,12,4,6,24,20,0,64,166,285,134,16,578,38.5,8,61.5,1925,944,11,7,8,9,372,37,1,19,8,0,0,0,0,55,7,14,33.3,2,1,0,0,19,6,2,0,605,17,13,9,1.9,1.9,1.6,34,4,394,498,79.1,43,294,28,14,12,5897,2269,211,237,89.0,120,146,82.2,33,63,52.4,1.2,14,35,9,1,443,50,16,4,2,21,20,6,6,0,0,5,11,12,9,7,1,8,13,61.5,5,5,4,30,31,0,60,186,257,169,26,605,85.7,2,14.3,1762,1094,17,5,10,6,391,42,0,8,18,5,0,0,0,59,14,7,66.7
Tottenham Hotspur,Southampton,2017-12-26,5,5,0,0,16,6,0,0,638,12,10,14,3.0,3.0,2.9,28,9,425,523,81.3,47,359,26,26,15,7821,3214,175,196,89.3,188,219,85.8,46,74,62.2,2.4,13,34,13,1,476,46,15,4,4,9,15,3,3,0,0,1,14,5,6,6,0,3,23,13.0,20,3,11,22,29,2,71,208,275,163,24,638,57.7,11,42.3,1854,990,18,5,12,17,425,47,0,8,15,1,0,0,0,53,15,9,62.5,2,0,0,0,16,6,2,0,510,28,18,17,0.8,0.8,0.6,27,2,283,398,71.1,39,285,21,23,20,5382,1999,132,153,86.3,85,117,72.6,52,97,53.6,0.5,12,23,7,2,349,48,9,2,8,22,14,8,5,2,0,1,13,19,12,14,2,11,26,42.3,15,3,14,46,17,4,43,154,234,131,26,510,87.0,3,13.0,1576,746,16,10,9,9,279,39,0,15,7,1,0,0,0,61,9,15,37.5
Bournemouth,West Ham United,2017-12-26,3,3,0,0,25,10,3,0,594,15,8,15,3.0,3.0,2.7,42,6,366,477,76.7,57,324,25,16,10,7156,3419,142,176,80.7,173,206,84.0,50,91,54.9,3.0,20,42,16,5,422,55,15,0,2,27,19,7,1,4,0,0,9,12,5,8,2,8,15,53.3,7,2,13,23,16,2,45,167,252,179,46,594,62.5,6,37.5,2075,948,13,6,26,16,362,56,0,12,13,0,0,0,0,55,26,18,59.1,3,1,0,0,10,5,4,0,509,22,18,11,2.0,2.0,0.9,17,3,263,383,68.7,25,242,11,15,7,5229,2293,115,141,81.6,103,134,76.9,44,93,47.3,0.5,7,16,6,2,319,62,11,3,4,18,29,4,3,1,0,2,17,19,7,13,2,6,16,37.5,10,5,6,40,35,0,71,178,246,93,13,509,46.7,8,53.3,1621,595,14,1,19,7,260,24,0,14,12,2,0,0,0,55,18,26,40.9
Watford,Leicester City,2017-12-26,1,0,0,0,11,1,3,0,524,20,16,4,1.2,1.2,0.9,19,1,262,412,63.6,39,227,20,19,13,4249,2187,138,181,76.2,70,109,64.2,31,76,40.8,0.9,8,25,6,1,347,61,18,1,4,20,28,8,5,2,0,4,15,14,8,10,2,11,26,42.3,15,2,2,36,31,0,53,169,214,148,21,524,68.4,6,31.6,1146,588,14,2,22,9,259,39,0,7,13,4,0,0,0,71,22,30,42.3,1,1,0,0,11,5,3,0,546,15,7,13,1.4,1.4,1.3,19,2,283,432,65.5,29,231,14,26,15,5427,2401,133,177,75.1,93,132,70.5,43,87,49.4,0.9,9,13,9,5,356,70,10,3,8,23,43,8,5,2,0,6,4,8,6,8,1,6,19,31.6,13,3,10,22,27,1,44,182,248,124,22,546,57.7,11,42.3,1302,653,8,2,15,9,277,28,0,13,6,6,0,0,1,70,30,22,57.7
West Bromwich Albion,Everton,2017-12-26,0,0,0,0,17,3,2,0,542,13,8,4,1.5,1.5,1.2,33,0,302,446,67.7,26,299,28,15,8,5423,2464,147,182,80.8,86,130,66.2,51,101,50.5,1.1,13,26,13,6,386,59,13,0,7,41,28,10,9,1,0,1,9,6,7,3,3,0,3,0.0,3,0,4,21,26,0,46,158,204,183,24,542,53.3,7,46.7,1817,1015,16,2,11,9,298,26,0,14,13,1,0,0,0,52,37,22,62.7,0,0,0,0,7,3,0,0,512,16,7,9,0.4,0.4,0.2,12,0,274,406,67.5,15,265,14,3,3,5200,2248,131,159,82.4,92,130,70.8,42,94,44.7,0.4,3,30,3,2,342,63,15,1,3,19,31,2,1,1,0,1,7,10,8,6,2,7,15,46.7,8,4,5,23,38,0,74,172,215,127,9,512,100.0,0,0.0,1435,712,4,2,18,13,269,15,0,13,14,1,0,0,0,37,22,37,37.3
Manchester United,Burnley,2017-12-26,2,1,0,0,24,5,3,0,816,11,5,7,2.1,2.1,1.8,45,3,577,719,80.3,61,462,45,13,10,9423,3124,274,311,88.1,210,256,82.0,55,91,60.4,1.5,19,42,17,7,660,59,14,0,7,50,24,12,3,7,0,0,8,11,3,6,2,2,5,40.0,3,0,7,16,18,0,37,162,329,328,44,816,76.9,3,23.1,2690,1715,31,6,13,11,574,60,0,10,13,0,0,0,0,56,32,19,62.7,2,1,0,0,3,2,7,0,425,14,6,13,0.5,0.5,0.4,6,4,173,299,57.9,14,191,4,5,3,3224,1640,82,105,78.1,72,102,70.6,17,82,20.7,0.9,2,7,2,1,259,39,9,0,0,9,18,2,1,1,0,1,7,12,7,6,1,3,13,23.1,10,11,2,20,59,0,108,218,153,58,5,425,60.0,2,40.0,973,411,6,0,10,9,172,14,0,14,10,1,0,0,0,46,19,32,37.3
Huddersfield Town,Stoke City,2017-12-26,1,1,0,0,18,7,2,0,692,17,7,16,1.9,1.9,1.8,32,2,449,569,78.9,49,441,37,20,8,7545,2725,219,247,88.7,165,205,80.5,43,74,58.1,1.2,14,30,12,4,512,55,12,2,3,34,29,8,5,2,0,2,14,11,5,12,0,3,13,23.1,10,5,11,24,21,1,38,135,381,190,33,692,40.0,12,60.0,2669,1445,29,11,17,19,444,48,0,9,11,2,0,0,0,66,15,34,30.6,1,1,0,0,15,5,4,0,542,31,15,12,1.7,1.7,1.0,25,2,297,403,73.7,28,268,12,13,10,5738,3012,129,164,78.7,120,144,83.3,41,66,62.1,1.2,11,23,8,3,356,45,11,2,3,13,16,5,0,4,0,2,12,19,18,13,0,12,20,60.0,8,2,10,46,43,0,75,192,262,96,15,542,76.9,3,23.1,1369,461,5,1,16,14,291,27,0,12,9,2,0,0,0,51,34,15,69.4
Chelsea,Brighton & Hove Albion,2017-12-26,2,2,0,0,25,7,0,0,813,12,9,6,2.1,2.1,1.9,49,4,633,732,86.5,78,550,32,15,13,11157,3213,266,292,91.1,294,328,89.6,58,81,71.6,2.4,22,66,13,2,693,37,8,4,4,20,11,13,1,4,0,2,6,10,6,5,1,5,11,45.5,6,3,3,21,14,0,38,137,393,291,32,813,86.7,2,13.3,2922,1691,15,7,7,11,629,77,0,8,8,2,0,0,0,64,10,21,32.3,0,0,0,0,8,1,1,0,471,13,17,12,0.5,0.5,0.4,15,0,277,368,75.3,23,185,14,11,6,6326,2448,93,109,85.3,114,148,77.0,69,98,70.4,0.4,6,19,5,2,327,39,9,0,7,8,14,1,1,0,0,2,4,9,10,3,0,2,15,13.3,13,8,4,30,34,0,66,226,180,76,6,471,54.5,5,45.5,1236,712,8,1,10,7,277,23,0,8,7,2,0,0,0,46,21,10,67.7
Liverpool,Swansea City,2017-12-26,5,3,0,0,22,9,0,0,731,20,11,11,3.1,3.1,1.9,38,9,548,640,85.6,57,470,37,27,24,9486,3091,220,241,91.3,271,293,92.5,35,64,54.7,1.2,14,44,14,1,606,31,7,5,2,18,14,4,2,1,0,3,7,13,9,8,3,5,14,35.7,9,1,10,31,7,0,42,158,409,175,36,731,88.9,3,11.1,2958,1880,22,11,10,10,547,57,0,5,8,3,0,0,0,68,8,12,40.0,0,0,0,0,7,4,1,0,622,13,13,13,0.4,0.4,0.3,11,0,444,527,84.3,33,383,15,14,9,7720,3121,218,244,89.3,165,186,88.7,49,73,67.1,0.7,6,21,6,3,481,46,8,0,2,9,17,2,1,1,0,0,10,7,5,6,2,3,27,11.1,24,6,7,26,21,4,93,239,307,83,12,622,64.3,5,35.7,1900,1019,7,2,15,15,442,33,0,8,5,0,0,0,0,51,12,8,60.0
Newcastle United,Manchester City,2017-12-27,0,0,0,0,6,1,1,0,362,14,11,14,0.2,0.2,0.2,10,0,157,260,60.4,15,149,4,14,11,3243,1832,69,93,74.2,51,73,69.9,31,68,45.6,0.1,5,9,2,1,209,47,10,1,1,6,19,3,2,0,1,4,9,5,9,4,1,4,17,23.5,13,3,11,25,22,2,65,165,145,57,6,362,78.6,3,21.4,773,414,6,2,10,12,155,15,0,11,4,4,0,0,0,43,22,15,59.5,1,1,0,0,21,6,0,0,959,15,11,11,1.8,1.8,1.6,35,2,761,865,88.0,67,648,29,17,13,12044,3167,389,414,94.0,307,334,91.9,33,58,56.9,1.4,19,72,12,0,815,46,15,4,5,15,19,8,5,3,0,4,11,9,5,9,1,3,14,21.4,11,2,9,26,8,1,27,141,567,259,24,959,76.5,4,23.5,3720,2086,36,3,15,10,755,66,0,6,9,4,0,0,0,60,15,22,40.5
Crystal Palace,Arsenal,2017-12-28,2,2,0,0,16,2,1,0,537,26,16,11,1.3,1.3,1.2,26,4,284,394,72.1,24,306,27,25,13,5351,2663,142,172,82.6,87,126,69.0,48,82,58.5,0.8,13,29,7,2,334,59,10,1,1,22,34,5,0,0,5,1,3,12,11,14,1,9,22,40.9,13,4,7,42,32,0,69,170,224,150,27,537,52.0,12,48.0,1664,902,14,8,13,9,281,24,0,12,7,1,0,0,0,49,22,20,52.4,3,2,0,0,16,9,1,0,815,21,12,7,1.8,1.8,1.5,30,5,580,698,83.1,66,470,24,22,13,9913,3356,249,281,88.6,248,286,86.7,53,78,67.9,1.5,11,48,14,1,641,54,12,2,2,15,22,4,1,0,1,3,11,14,13,6,2,12,25,48.0,13,5,2,33,28,1,64,226,358,239,41,815,59.1,9,40.9,2216,1232,10,7,13,17,575,65,0,7,12,3,0,0,0,55,20,22,47.6
Huddersfield Town,Burnley,2017-12-30,0,0,0,0,3,1,2,0,547,16,16,8,0.1,0.1,0.1,5,0,309,437,70.7,30,241,15,16,10,6369,2558,115,139,82.7,140,180,77.8,49,102,48.0,0.1,2,21,4,1,378,59,17,2,1,22,28,5,5,0,0,0,10,11,9,5,2,6,14,42.9,8,2,6,32,32,0,55,219,247,90,5,547,62.5,6,37.5,1519,732,15,2,14,11,306,30,0,14,12,0,0,0,0,54,31,23,57.4,0,0,0,0,11,4,1,0,446,17,13,6,1.2,1.2,1.0,22,0,210,342,61.4,27,172,11,14,8,4298,2279,85,114,74.6,84,114,73.7,36,92,39.1,0.6,9,32,5,2,282,57,11,0,0,12,29,4,2,2,0,3,7,12,7,9,1,6,16,37.5,10,0,6,30,25,0,50,132,199,121,19,446,57.1,6,42.9,828,364,6,5,13,10,208,27,0,14,14,3,0,0,0,50,23,31,42.6
Chelsea,Stoke City,2017-12-30,5,2,1,1,20,11,1,0,786,9,6,2,2.6,1.8,1.7,37,8,626,707,88.5,55,545,32,18,10,10130,3347,317,339,93.5,239,260,91.9,44,65,67.7,1.1,16,49,5,1,664,40,11,2,4,23,18,7,1,4,0,3,8,6,2,5,2,1,11,9.1,10,0,2,15,9,0,31,163,431,201,19,785,55.6,8,44.4,3139,1726,22,7,10,19,622,55,0,5,9,3,1,0,0,54,13,5,72.2,0,0,0,0,1,1,1,0,594,27,12,6,0.2,0.2,0.2,1,0,413,499,82.8,21,410,8,11,10,7928,2371,164,177,92.7,191,206,92.7,49,96,51.0,0.2,1,28,0,0,459,38,8,1,2,5,11,0,0,0,0,2,2,18,13,12,2,8,18,44.4,10,2,4,39,25,0,76,202,319,80,2,594,90.9,1,9.1,1964,882,9,1,13,8,412,21,0,10,3,2,0,1,0,38,5,13,27.8
Bournemouth,Everton,2017-12-30,2,2,0,0,18,7,0,0,576,8,16,11,1.5,1.5,1.5,34,4,326,465,70.1,41,292,27,17,12,5321,2706,175,224,78.1,115,146,78.8,28,73,38.4,1.3,17,36,10,4,408,57,18,1,1,19,25,4,2,1,0,0,16,5,5,3,0,3,6,50.0,3,2,9,24,25,1,49,178,237,167,26,576,70.6,5,29.4,1756,947,10,8,21,9,325,41,0,8,12,0,0,0,0,64,24,22,52.2,1,1,0,0,6,1,0,0,636,14,14,19,0.5,0.5,0.5,9,2,375,519,72.3,42,330,10,6,3,7330,2763,154,190,81.1,153,184,83.2,55,115,47.8,0.4,4,28,5,1,467,47,8,0,1,15,21,4,0,3,0,5,11,10,5,7,2,5,17,29.4,12,4,15,28,29,1,71,226,297,116,14,636,50.0,3,50.0,1519,620,9,4,20,5,370,42,0,13,7,5,0,0,0,58,22,24,47.8
Liverpool,Leicester City,2017-12-30,2,2,0,0,18,6,3,0,753,15,8,17,2.9,2.9,2.6,31,4,500,636,78.6,64,452,32,12,10,8441,3134,244,276,88.4,191,225,84.9,49,94,52.1,1.1,14,48,16,1,570,62,6,4,4,19,41,7,3,3,0,4,17,12,8,6,1,8,18,44.4,10,5,12,23,28,1,61,180,364,220,39,753,83.3,2,16.7,2308,1352,10,10,19,14,496,63,0,7,3,4,0,0,0,62,17,17,50.0,1,1,0,0,7,1,2,0,530,16,12,17,0.7,0.7,0.6,13,2,273,413,66.1,35,231,14,18,10,4756,1993,118,144,81.9,105,136,77.2,30,92,32.6,0.7,6,20,3,0,357,53,11,1,5,12,25,1,1,0,0,3,13,9,10,6,0,2,12,16.7,10,5,12,28,34,1,81,188,263,87,17,530,55.6,8,44.4,1278,624,9,6,15,7,270,33,0,3,7,3,0,0,0,61,17,17,50.0
Watford,Swansea City,2017-12-30,1,0,0,0,9,4,4,0,635,21,8,12,1.2,1.2,0.8,14,1,437,544,80.3,52,381,25,12,8,7419,2867,215,236,91.1,163,183,89.1,45,82,54.9,0.7,7,32,7,2,495,46,14,2,7,16,22,1,0,1,0,3,16,16,8,13,0,11,24,45.8,13,1,11,29,20,0,41,160,346,134,14,635,66.7,4,33.3,1914,1008,13,2,7,15,434,51,0,14,13,3,0,0,0,61,28,16,63.6,2,1,0,0,9,4,2,0,628,19,11,16,1.1,1.1,0.9,13,3,421,521,80.8,34,327,16,24,13,7998,3058,172,193,89.1,175,202,86.6,63,99,63.6,0.7,6,26,4,2,462,57,17,0,5,16,22,8,2,2,0,2,12,12,6,12,1,4,12,33.3,8,1,15,30,14,0,58,223,330,86,8,628,54.2,11,45.8,1913,900,8,1,17,10,415,32,0,13,13,2,0,0,0,53,16,28,36.4
Newcastle United,Brighton & Hove Albion,2017-12-30,0,0,0,0,11,2,2,0,579,12,9,10,0.5,0.5,0.4,19,0,330,473,69.8,37,330,21,17,12,5843,2718,156,188,83.0,119,161,73.9,41,92,44.6,0.5,7,30,6,2,413,59,12,2,0,19,36,3,0,0,3,1,12,8,7,4,1,4,14,28.6,10,2,8,21,23,0,53,154,284,147,13,579,70.6,5,29.4,1626,819,18,4,20,8,329,37,0,11,10,1,0,0,0,60,28,31,47.5,0,0,0,0,10,3,2,0,665,13,10,13,0.5,0.5,0.2,17,0,415,550,75.5,32,300,12,14,10,7574,2633,179,204,87.7,143,183,78.1,64,113,56.6,0.3,4,31,4,1,502,46,11,0,13,22,21,6,4,2,0,2,11,10,8,5,0,5,17,29.4,12,4,9,23,40,0,57,199,355,118,15,665,71.4,4,28.6,1462,668,14,4,11,8,414,32,0,10,10,2,0,0,0,73,31,28,52.5
Manchester United,Southampton,2017-12-30,0,0,0,0,15,3,2,0,671,14,6,9,1.7,1.7,1.5,30,0,451,554,81.4,58,405,40,24,13,7566,2714,200,216,92.6,179,204,87.7,46,79,58.2,1.2,13,44,12,4,504,49,14,1,6,34,18,10,5,1,0,1,16,12,8,4,2,3,14,21.4,11,1,8,20,31,1,51,189,295,192,28,671,54.2,11,45.8,2606,1600,24,3,15,8,450,58,0,12,12,1,0,0,0,62,21,13,61.8,0,0,0,0,8,3,4,0,578,19,8,14,0.6,0.6,0.4,13,0,343,464,73.9,34,316,22,14,11,5143,1936,200,220,90.9,102,134,76.1,23,74,31.1,0.5,5,18,6,1,417,45,12,1,2,21,16,7,5,1,0,2,10,11,14,4,1,11,24,45.8,13,6,8,27,39,0,77,191,259,135,18,578,78.6,3,21.4,1855,1088,23,3,9,11,339,34,0,13,12,2,0,0,0,58,13,21,38.2
Crystal Palace,Manchester City,2017-12-31,0,0,0,1,9,0,5,0,362,19,12,18,1.4,0.6,0.3,19,0,137,240,57.1,13,169,11,21,17,3029,1759,63,85,74.1,33,51,64.7,35,82,42.7,0.6,6,14,1,0,192,44,11,1,2,17,13,7,4,1,1,4,10,9,14,3,2,5,19,26.3,14,7,11,31,32,1,79,166,87,114,12,361,81.0,4,19.0,956,426,8,3,13,10,137,13,0,14,11,4,1,0,0,47,15,16,48.4,0,0,0,0,15,4,4,0,792,14,7,12,1.3,1.3,0.5,26,0,576,673,85.6,80,505,32,19,14,9905,2861,253,281,90.0,265,296,89.5,40,61,65.6,1.1,8,46,9,0,624,47,14,1,3,20,18,8,1,5,0,2,13,11,5,4,5,4,21,19.0,17,5,7,21,29,1,51,202,332,266,25,792,73.7,5,26.3,3352,2050,22,5,21,14,573,80,0,11,14,2,0,1,0,44,16,15,51.6
West Bromwich Albion,Arsenal,2017-12-31,1,0,1,1,13,2,3,0,490,14,12,9,1.5,0.7,0.5,25,1,266,369,72.1,34,240,14,15,8,5073,2283,127,141,90.1,75,110,68.2,47,91,51.6,0.6,8,28,7,4,328,40,8,0,1,28,15,5,3,0,1,1,7,8,8,5,1,5,15,33.3,10,5,4,26,32,1,63,160,195,142,21,489,53.3,7,46.7,1237,594,14,3,16,5,262,34,0,14,7,1,0,0,1,59,17,12,58.6,0,0,0,0,14,4,3,0,786,12,8,11,0.9,0.9,0.6,25,0,571,685,83.4,56,510,25,15,10,9673,3173,260,291,89.3,233,272,85.7,53,83,63.9,1.2,10,49,11,1,637,46,13,3,10,10,18,6,3,2,0,2,5,10,7,4,1,7,15,46.7,8,7,4,20,25,1,67,208,337,247,25,786,66.7,5,33.3,2774,1455,23,7,11,9,566,56,0,9,14,2,0,1,0,59,12,17,41.4
Brighton & Hove Albion,Bournemouth,2018-01-01,2,2,0,0,15,6,2,0,584,23,12,21,2.4,2.4,2.0,25,3,324,440,73.6,31,319,18,16,12,6279,2393,132,160,82.5,136,162,84.0,46,91,50.5,1.1,11,15,11,3,391,48,9,5,6,20,21,5,2,2,1,1,9,10,15,7,1,10,27,37.0,17,13,8,35,35,0,82,215,233,146,31,584,75.0,4,25.0,1771,913,20,3,12,2,322,31,0,13,9,1,0,0,0,54,25,16,61.0,2,2,0,0,26,8,1,0,590,6,14,12,1.5,1.5,1.1,44,4,357,452,79.0,35,316,26,27,17,6069,2141,157,172,91.3,152,181,84.0,33,70,47.1,1.2,18,28,7,1,398,54,12,1,1,24,19,12,4,6,1,0,10,2,4,1,1,4,16,25.0,12,6,6,20,29,2,59,170,256,173,38,590,63.0,10,37.0,2000,1128,17,8,12,13,355,35,0,9,13,0,0,0,0,45,16,25,39.0
Leicester City,Huddersfield Town,2018-01-01,3,2,0,0,11,5,1,0,650,14,8,12,1.5,1.5,0.9,18,6,420,540,77.8,35,345,16,32,16,6987,3069,206,236,87.3,139,163,85.3,49,92,53.3,0.6,7,30,9,2,484,52,9,2,2,20,32,4,3,1,0,4,10,9,5,9,0,4,15,26.7,11,2,10,22,21,0,52,154,339,166,16,650,50.0,16,50.0,1781,715,14,0,18,13,414,34,0,7,9,4,0,0,0,67,25,26,49.0,0,0,0,0,6,1,1,0,634,29,16,9,0.2,0.2,0.2,12,0,387,497,77.9,41,287,15,15,11,7347,2663,172,198,86.9,156,186,83.9,54,97,55.7,0.4,5,27,1,1,454,42,11,1,2,17,20,1,1,0,0,1,12,18,17,9,3,16,32,50.0,16,0,9,45,41,1,61,197,343,100,2,634,73.3,4,26.7,1882,800,8,1,23,10,386,41,0,9,7,1,0,0,0,58,26,25,51.0
Burnley,Liverpool,2018-01-01,1,1,0,0,13,4,0,0,524,13,11,12,1.3,1.3,1.2,21,1,286,413,69.2,26,270,15,12,6,5157,2337,141,167,84.4,103,128,80.5,34,98,34.7,0.6,11,20,11,4,365,47,13,1,5,17,18,3,0,1,0,1,4,9,9,4,0,4,11,36.4,7,6,6,24,30,1,66,159,262,109,17,524,50.0,6,50.0,1156,589,10,0,16,8,280,25,0,4,11,1,0,0,0,70,30,23,56.6,2,1,0,0,19,5,0,0,684,14,7,4,1.8,1.8,1.8,36,3,446,570,78.2,40,412,30,11,7,7860,3082,192,215,89.3,194,228,85.1,44,94,46.8,1.1,18,24,15,3,519,49,5,1,2,24,26,9,2,6,0,2,9,12,10,4,0,6,12,50.0,6,3,1,21,33,2,54,217,321,155,27,684,63.6,4,36.4,2467,1348,22,3,24,9,443,38,0,12,3,2,0,0,0,75,23,30,43.4
Stoke City,Newcastle United,2018-01-01,0,0,0,0,11,4,3,0,629,14,7,8,1.7,1.7,1.2,19,0,384,525,73.1,35,349,18,21,14,7340,3019,171,197,86.8,152,194,78.4,54,108,50.0,1.1,8,33,6,3,473,50,10,1,5,28,20,10,6,4,0,2,10,8,7,6,1,5,15,33.3,10,3,5,21,30,2,60,178,309,149,24,629,66.7,7,33.3,1933,1040,16,4,16,10,380,35,0,10,11,2,0,0,0,55,30,28,51.7,1,1,0,0,14,6,1,0,504,17,12,13,1.7,1.7,1.1,24,1,247,372,66.4,23,257,16,15,10,4732,2054,110,146,75.3,93,120,77.5,34,86,39.5,0.6,10,21,6,1,325,47,11,3,2,12,20,5,3,0,0,0,8,12,6,6,5,7,21,33.3,14,4,9,29,38,0,87,211,196,107,23,504,66.7,5,33.3,1471,863,12,5,15,9,242,23,0,11,10,0,0,0,0,55,28,30,48.3
Everton,Manchester United,2018-01-01,0,0,0,0,12,0,2,0,529,12,8,12,1.3,1.3,1.0,20,0,303,408,74.3,40,290,18,14,12,5399,2108,137,161,85.1,119,143,83.2,30,75,40.0,0.8,8,29,8,1,363,44,11,0,4,21,15,6,4,2,0,1,6,9,8,3,1,6,15,40.0,9,7,5,20,33,1,56,156,207,169,27,529,85.7,2,14.3,1598,909,15,6,17,10,302,40,0,11,10,1,0,0,0,52,12,17,41.4,2,2,0,0,21,6,0,0,736,12,5,12,1.4,1.4,1.3,42,4,518,622,83.3,49,416,28,15,9,7622,2617,281,310,90.6,175,201,87.1,29,58,50.0,1.2,17,37,9,0,568,53,12,3,3,7,27,6,3,0,0,1,6,8,4,7,1,2,14,14.3,12,6,6,17,28,2,62,177,332,231,15,736,60.0,6,40.0,2634,1551,24,6,18,6,515,48,0,10,10,1,0,0,0,56,17,12,58.6
West Ham United,West Bromwich Albion,2018-01-02,2,2,0,0,13,5,3,0,618,15,7,9,1.3,1.3,1.3,20,4,406,509,79.8,49,322,29,22,14,8204,3252,156,183,85.2,183,216,84.7,65,102,63.7,1.1,12,38,11,4,455,53,13,0,4,29,23,3,1,2,0,1,10,11,9,4,2,7,17,41.2,10,3,6,22,34,0,57,160,314,158,24,618,63.6,8,36.4,2358,1147,18,2,10,9,399,48,0,12,12,1,0,0,0,53,24,15,61.5,1,1,0,0,12,3,2,0,566,16,9,12,1.0,1.0,0.9,21,2,346,454,76.2,33,298,20,18,10,6708,3022,159,185,85.9,132,166,79.5,49,92,53.3,0.5,10,33,5,3,410,43,13,0,3,23,16,4,4,0,0,1,8,10,8,7,1,8,22,36.4,14,3,9,25,38,2,63,180,257,136,12,566,55.6,7,38.9,1726,790,13,3,14,7,342,33,0,12,12,1,0,0,0,55,15,24,38.5
